text,label,book_id
"At this day, the
spot once the rendezvous for freebooters, has become a place of no
small commercial importance, forming a military and naval depot for
the crowded ranks and numerous flats of the British army and navy. Its productive soil and highly cultivated lands, its neat cottages and
admirable roads, are a picture of modern improvement. From the highest
point of this Island of the Irish sea, in clear weather the visitor has
a view of the three united Kingdoms of Great Britain. The Vision had run
down the coast, and desiring to see this far-famed spot, she was steered
to its western side, and now lay at anchor in one of its quiet bays. It was a clear moonlight night--Lovell sat inhaling the flavor of his
segar upon the deck; near to him sat Fanny engaged in contemplating the
beautiful scenery about them, lit up as it was by the silver smiles of
the moon.",1800-1900,47430
"“Halstead,” said Mr. Delavan, going over and resting a hand on the
young captain’s shoulder, “I don’t expect to need the ‘Rocket’ for any
purpose to-morrow, but I can’t tell definitely yet. Go back on board. To-morrow keep all hands on board or close by, so that you can take
the boat out if needed. Enjoy yourselves all you can. Eat the best
that you can find aboard.",1900-2000,48863
"Whereas on the contrary your hunters after Novelty
are commonly never satisfied, they pull down to day what they had built
up yesterday, and Why? But because they concluded too soon? and their
Novel Hypothesis is founded on Fancy or Passion, or any thing rather
than Right Reason. But when I speak of the little deference that is to be given to Names,
Authorities, and receiv’d Opinions, I extend it no farther than to
matters purely Philosophical to mere Humane Truths, and do not design
any Prejudice to the Authority of the Church which is of different
consideration. For tho it be necessary even in this Case, to deposite
whatever may look like a Prejudice, arising from that particular way
of Worship, whereby that Communion in which we’ve been Educated is
distinguish’d from all other Christians, yet as to the Substantials
of Faith and Practice, tho every one be allow’d to Examine, for they
will bear the Test, yet it is not fit that he shou’d draw Conclusions,
contrary to what has been already determin’d by the Catholick Church,
or even by that particular Church of which he is a Member, unless where
it does plainly and evidently contradict that sense of Holy Scripture
which has been receiv’d by the Church Universal.",1600-1700,54984
"""Most honored,"" spake again the charioteer,

          ""Bethink thee of their woe whose bliss thou art--
     How shalt thou help them, first undoing them?"" Siddartha answered: ""Friend, that love is false
     Which clings to love for selfish sweets of love;
     But I, who love these more than joys of mine--
     Yea, more than joy of theirs--depart to save
     Them and all flesh, if utmost love avail. Go, bring me Kantaka!"" Then Channa said,
     ""Master, I go!"" and forthwith, mournfully,
     Unto the stall he passed, and from the rack
     Took down the silver bit and bridle-chains,
     Breast-cord and curb, and knitted fast the straps,
     And linked the hooks, and led out Kantaka
     Whom tethering to the ring, he combed and dressed,
     Stroking the snowy coat to silken gloss;
     Next on the steed he laid the numdah square,
     Fitted the saddle-cloth across, and set
     The saddle fair, drew tight the jewelled girths,
     Buckled the breech-bands and the martingale,
     And made fall both the stirrups of worked gold.",1800-1900,8920
"Chapter VII. -- WITHDRAWS TO REINSBERG, HOPING A PEACEABLE WINTER. WILHELMINA'S RETURN-VISIT. UNEXPECTED NEWS AT REINSBERG.",1700-1800,25808
"The design should in the first instance be drawn on fairly thick
tracing-paper or architect's linen. This should then be fixed on the
leather in such a way that it does not move during the transfer of the
design, but so that it is possible to lift it to ascertain the progress of
the work. It will be found convenient to fold the edge of the
tracing-paper over the top edge of the leather and fix it with seccotine. The leather must be wet in order to take the impression of the tracing.",1900-2000,40286
"This was their last happy day. Two years passed by, during which they
sank deeper and deeper. The winters were especially hard for them. If
they had bread to eat during the fine weather, the rain and cold came
accompanied by famine, by drubbings before the empty cupboard, and by
dinner-hours with nothing to eat in the little Siberia of their larder. Villainous December brought numbing freezing spells and the black misery
of cold and dampness.",1800-1900,8600
"& t. 248. f. 7._ _Catesb. Carol. 1. p. 48. t. 48._

     LIRIODENDRON foliis angulatis truncatis. _Trew. Ehret.",1700-1800,24670
"The Indians
whose treatment of the females is mildest, and who pay most deference
to their opinions, are by no means the most distinguished for their
virtues; nor is this deference attended by any increase of attachment,
since they are equally willing with the most brutal husband, to
prostitute their wives to strangers. On the other hand, the tribes
among whom the women are very much debased, possess the loftiest sense
of honour, the greatest liberality, and all the good qualities of
which their situation demands the exercise. Where the women can aid
in procuring subsistence for the tribe, they are treated with more
equality, and their importance is proportioned to the share which they
take in that labour; while in countries where subsistence is chiefly
procured by the exertions of the men, the women are considered and
treated as burdens.",1600-1700,52442
"Here we remained until four in the afternoon, entered
our palanquins, a kind of square boxes, which are carried on men's
shoulders, handsomely painted outside, with soft cushions inside,
and lamps like a carriage. In this sort of thing we move about
everywhere, and in crossing a river do not wet our feet. To each
palanquin there are eight bearers, four of whom are employed at a
time; one mussuaulchee, or torch-bearer, runs by the side, along with
one baugh-whaller, to carry boxes made of tin, and called patarahs. Each man carries two slung to a stick over his shoulder.",1800-1900,43586
"The author takes the book as a writing or a speech;
the owner interprets the book as being the mute instrument merely of
the delivering of the speech to him or to the public, that is, as a
copy. The author does not have ownership rights over the thing,
namely, the copy of the book (for the owner may burn that copy before
the author's face); instead, the author has an innate right, in the
author's own person, to wit, to hinder another from reading the copy
to the public without the author's consent, which consent can by no
means be presumed, because the author may have already given it
exclusively to another editor.] But while altering (abridging, augmenting or retouching) the book of
another, such as to re-work the book into what is substantially a new
book, such that it would be wrong to publish the new book in the name
of the author of the original book, the retouching of a book, in the
proper name of the publisher, is no counterfeit, and therefore is not
prohibited. For here, another author transacts, via his editor,
another business transaction that is different from the initial
business transaction transacted by the initial author, and
consequently does not intrude upon the initial author's initial
business transaction with the public; he represents not that author,
as speaking through him, but another.",1700-1800,46060
"i, p. 12), ""the lively emotions excited at a time
when multiplication and division, squaring and cubing, the rule of
three, the construction and equivalence of figures, with all their
manifold applications to industry, commerce, fine arts, and tactics,
were just as strange and wonderful as electrical phenomena are to us ...
and we shall cease to wonder that a mere form of thought, a lifeless
abstraction, should once have been regarded as the solution of every
problem; the cause of all existence; or that these speculations were
more than once revived in after ages."" Xenophanes of Colophon, one of the twelve Ionian cities of Asia Minor,
deserves, however, a passing reference. He, with Parmenides and Zeno,
are the chief representatives of the Eleatic school, so named from
the city in southwestern Italy where a Greek colony had settled. The
tendency of that school was toward metaphysical theories. He was the
first known observer to detect the value of fossils as evidences of the
action of water, but his chief claim to notice rests on the fact that,
passing beyond the purely physical speculations of the Ionian school, he
denied the idea of a primary substance, and theorized about the nature
and actions of superhuman beings.",1800-1900,39526
"For lo, with modest yet majestic grace,
    To curb Imagination's lawless rage,
    And from within the cherish'd heart to brace,
    Philosophy appears. The gloomy race
    By Indolence and moping Fancy bred,
    Fear, Discontent, Solicitude, give place,
    And Hope and Courage brighten in their stead,
  While on the kindling soul her vital beams are shed. XLVI. ""Then waken from long lethargy to life[4]
    The seeds of happiness, and powers of thought;
    Then jarring appetites forego their strife,
    A strife by ignorance to madness wrought. Pleasure by savage man is dearly bought
    With fell revenge, lust that defies control,
    With gluttony and death.",1700-1800,41760
"Not the amount of heat but the manner in which this heat is made at
home is responsible for the difference we observe. Now, though the
total amount is the same in passing from the vernal to the autumnal
equinox as from the autumnal to the vernal, the time during which it is
received in either case varies from one hemisphere to the other. It is
summer in the former while it is winter in the latter and the
difference in the length of the two seasons due to the eccentricity of
the orbit makes a vast difference in the result. Winter affects the
maxima, summer the minima, attained. Of these opposite variations
presented to us by the two caps, the maxima, the one most difficult to
detect, is the easiest to explain, for the difference in the maxima
seems to be due to the surpassing length of the antarctic night.",1900-2000,47015
"The Emperor Napoleon went on to say that the supposed
    details of the scheme to overthrow the Government of England were of
    course absurd, but he seemed to intend to suggest that we should be
    vigilant, and that he himself would be glad to co-operate with us. He said that Mazzini, who had let him alone for some time, had now
    again taken up the idea of assassinating him, and was busily
    employed in making plans for effecting their purpose. He told me
    that Mazzini was very ill and he did not express any wish for his
    recovery. The Emperor talked to me a long time and related to me interesting
    anecdotes, some very amusing, of the conduct of various persons
    towards him in past times.",1900-2000,43317
"It ran as follows, in fine round
characters: ""An honest man is the noblest work of God. 1 2 3 4 5 6 7 8 9
0. Pounds s. d.  Employment in an office is humbly requested. Honour
the Queen.",1800-1900,1414
Prin. Doest thou weare thy wit by thy side? Clau.,1600-1700,2240
. . . .,1600-1700,29112
"She shows the necessity of
difference, and wherein is the happiness of unity. She puts her labour
to providence, her hope to patience, her life to her love, and her love
to her Lord; with whom, as chief secretary of His secrets, she writes
His will to the world, and as high steward of His courts she keeps
account of all His tenants. In sum, so great is her grace in the heavens
as gives her glory above the earth, and so infinite are her excellencies
in all the course of her action; and so glorious are the notes of her
incomprehensible nature, that I will thus only conclude, far short of
her commendation:--She is God's love, and His angels' light, His
servants' grace, and His beloved's glory. LEARNING.",1600-1700,10699
"I one day represented to him, that he made a toil
of that pleasure, and that it would be better for him to be more
moderate in it; that excess in any thing was hurtful: but he answered,
that the more he hunted, the better he found himself. This is a new
medical system; the court-physicians, who are all for motion and
agitation, will have kings to spend half their life on horse-back. But a great satisfaction, which that justly beloved Prince now
felt, was the having given some relief to his burthened subjects.",1700-1800,52003
"The most learned of the Scottish
Doctors would now gladly admit a form of prayer, if the people would
endure it. The zeal or rage of congregations has its different degrees. In some parishes the Lord's Prayer is suffered: in others it is still
rejected as a form; and he that should make it part of his supplication
would be suspected of heretical pravity. The principle upon which extemporary prayer was originally introduced, is
no longer admitted. The Minister formerly, in the effusion of his
prayer, expected immediate, and perhaps perceptible inspiration, and
therefore thought it his duty not to think before what he should say.",1700-1800,2064
"136. Al-Jattib, I. 77 (note), 226, 268. _Aljofar_, I.",1900-2000,44393
"LEGENDS




A LEGEND OF SERVICE

     It pleased the Lord of Angels (praise His name!) To hear, one day, report from those who came
     With pitying sorrow, or exultant joy,
     To tell of earthly tasks in His employ:
     For some were sorry when they saw how slow
     The stream of heavenly love on earth must flow;
     And some were glad because their eyes had seen,
     Along its banks, fresh flowers and living green. So, at a certain hour, before the throne
     The youngest angel, Asmiel, stood alone;
     Nor glad, nor sad, but full of earnest thought,
     And thus his tidings to the Master brought:
     ""Lord, in the city Lupon I have found
     ""Three servants of thy holy name, renowned
     ""Above their fellows. One is very wise,
     ""With thoughts that ever range above the skies;
     ""And one is gifted with the golden speech
     ""That makes men glad to hear when he will teach;
     ""And one, with no rare gift or grace endued,
     ""Has won the people's love by doing good.",1900-2000,3525
"THE

  OBSERVATIONS

  OF

  SIR RICHARD HAWKINS, K^{NT}

  IN HIS

  VOYAGE INTO

  THE SOUTH SEA

  IN THE YEAR

  1593. REPRINTED FROM THE EDITION OF 1622. EDITED BY

  C. R. DRINKWATER BETHUNE,

  CAPTAIN R.N.",1600-1700,57502
Dom. de Lancarsse ten. ib. 5. part. 1. feo.,1700-1800,9878
"(5) Thus Daniel was named Balteshazzar,
and Zerubbabel Sheshbazzar (Dan. i:7). (6) Nehemiah was called Atirsata,
while in virtue of his office he was styled governor, or president. (Nehem.",1600-1700,990
"""I say, gi' me one,"" said Dolly again; ""I aint eat nothin' to-day nor
yesterday, and Lem's gone away."" It was, indeed, a bold thing for Dolly to ask any thing of one whom
she had injured so much; but she was ravenous with hunger, and having
no shame, she had no thought save how she might satisfy it. Bessie stood looking from her to the bananas.",1800-1900,44445
"How the Legislature
lets them go on so, is more than I can conceive. Why, they think no
more of murdering and maiming a dozen people——”

“Please, sir,” cried one of the clerks, coming down from the telegraph
office, “no end of a collision on the Slayham and Bury Branch. Three
passengers killed, and twenty–five wounded, some of them exceedingly
fatally.”

“Bless my heart if I didnʼt expect it.",1800-1900,47085
"The evidence which we possess
on this very important subject consists of the words of Christ himself,
addressed to his Apostles respecting their mission, their own incidental
observations, and the facts which ecclesiastical history presents. From
all these sources of evidence we derive our belief that the office of
_witnessing_, which is absolutely untransferrable, was the peculiar
office of the twelve Apostles; that they were especially qualified by it
for the task of preaching and establishing the new Gospel, and that to
enable them to do so with sufficient effect, among the many and great
difficulties which the state of the world then presented, the miraculous
gifts of the Spirit were granted to them, with power to impart them to
whomsoever they would, and that this miraculous power was coexistent
with the apostolic age,--with what is variously called 'the age,' 'the
kingdom of God,' 'the kingdom of Christ,' 'the kingdom of heaven;' that
is, from the descent of the Holy Spirit to the abolition of Judaism on
the overthrow of Jerusalem. We find no evidence of miracles after that
time which is at all to be compared with that on which we rely
respecting the apostolic gifts; none which allows us to hesitate in our
opinion, that with the apostles expired the power of communicating
miraculous privileges; and that on them alone were such privileges
immediately conferred. These gifts of the Spirit served as a Divine
sanction to their testimony, and were therefore coexistent with that
testimony; and the same evidence which recorded their testimony after
their death, recorded the Divine sanction likewise; and upon this broad
and immutable foundation is built the Christian faith, against which,
according to the Saviour's promise, no opposition has prevailed or can
prevail. When some who could not deny the peculiarity of his mission,
but would not admit his pre-eminent claims, supposed him to be John the
Baptist, others Elijah, and others Jeremiah or another of the prophets,
Simon Peter, who was not blinded by prejudice, and who believed for the
works' sake in opposition to the opinions of men, boldly declared him to
be 'the Christ, the Son of the living God.'",1800-1900,33672
"The very Commandants of his Fortresses, Commandant of Spandau more
especially, refused to obey Friedrich Wilhelm, on his accession; ""were
bound to obey the Kaiser in the first place."" He had to proceed softly
as well as swiftly; with the most delicate hand to get him of Spandau by
the collar, and put him under lock-and-key, him as a warning to others. For twenty years past, Brandenburg had been scoured by hostile armies,
which, especially the Kaiser's part of which, committed outrages new
in human history. In a year or two hence, Brandenburg became again the
theatre of business; Austrian Gallas advancing thither again (1644),
with intent ""to shut up Torstenson and his Swedes in Jutland,"" where
they had been chastising old Christian IV., now meddlesome again, for
the last time, and never a good neighbor to Sweden. Gallas could by
no means do what he intended: on the contrary, he had to run from
Torstenson, what feet could do; was hunted, he and his MERODE-BRUDER
(beautiful inventors of the ""Marauding"" Art), ""till they pretty much all
died (CREPERTIN),"" says Kohler.",1700-1800,2103
"And in common life how necessary is it
for a man to carry this sort of knowledge about him?--Every knave is
an Ænigma that you must unriddle before you can safely deal with him,
and every fool may be fathomed. What is making love but making riddles? And what else are some of our treaties, and indeed some of our laws?",1700-1800,47335
"She now for the first time lifted up
her eyes. The first object to which she attended was the faces of her
ravishers. Of him who had been the most active, she had not the smallest
recollection. The other who was in a livery, she imagined she had seen
somewhere, though, in the present confusion of her mind, she could not fix
upon the place. She next looked round her with wildness and eagerness, as
far as her eye could reach, to see if there were no protector, no
deliverance near.",1700-1800,10318
"Answers to these questions should clear up the mystery
of this so–called lost art. To begin, then, with the first question, was the manufacture of this
varnish a secret? There is no reasonable doubt that it was, but only in
a certain way. For a period of about two hundred years, from the time of
Gaspar da Salo to that of the Bergonzi, the varnish was common to every
Italian violin–maker. Cremona had no monopoly, for the knowledge and use
of it extended to Padua, Venice, Rome, and Naples.",1800-1900,40297
"And the Pharisees being gathered together, Jesus asked them,

22:42. Saying:  What think you of Christ? Whose son is he? They say to
him:  David's. 22:43.",1600-1700,1582
"THE END. TRANSCRIBER’S NOTE

Original spelling and grammar have been generally retained, with
some exceptions noted below. Original small caps (and also one
phrase in bold type) are now uppercase. Italics look _like this_.",1600-1700,57811
"Under the date June 3, 1909, Mr. Thompson wrote:--

‘Savage Gully was climbed right through by me to-day after I had
examined the route, held from the top of the Nose by Mr. L. J.
Oppenheimer. The almost vertical portion immediately beyond the point
where the ordinary North Climb diverges is by far the hardest part
of the climb. The leader must run out 110 feet of rope, and there
are no hitches or convenient resting-places on the way. The gully is
divided by a narrow rib of rock, between which and the right-hand wall
the climb starts. The first 25 feet present no great difficulty, but
beyond this point the climbing becomes severe.",1900-2000,56043
"But _Bears-Ears_, _Violets_, &c. upon contrary respects,
are rowled up inwards. Lastly, there is the _Tre-Rowl_, as in _Fern_;
the _Labels_ whereof, though all rowled up to the _main Stem_, yet could
not stand so firm and secure from the Injuries either of the Ground
or Weather, unless to the _Rowls_ in breadth, that by the length were
super-induc’d; the _Stalk_ or _main Stem_ giving the same protection
here, which in other Plants by the Leaves, or some particular _Mantling_,
is contriv’d. For according to the Form and Foulding of every Leaf or _Germen_, is its
protection order’d; about six wayes whereof may be observ’d; _sc._ by
_Leaves_, _Surfoyles_, _Interfoyles_, _Stalks_, _Hoods_ and _Mantlings_. To add to what we have above given, one or two Instances.",1600-1700,58138
"Know that Don Quixote of La Mancha, knight-errant, is posted here
to maintain by arms that the beauty and courtesy enshrined in the nymphs
that dwell in these meadows and groves surpass all upon earth, putting
aside the lady of my heart, Dulcinea del Toboso. Wherefore, let him who
is of the opposite opinion come on, for here I await him."" Twice he repeated the same words, and twice they fell unheard by any
adventurer; but fate, that was guiding affairs for him from better to
better, so ordered it that shortly afterwards there appeared on the road
a crowd of men on horseback, many of them with lances in their hands, all
riding in a compact body and in great haste. No sooner had those who were
with Don Quixote seen them than they turned about and withdrew to some
distance from the road, for they knew that if they stayed some harm might
come to them; but Don Quixote with intrepid heart stood his ground, and
Sancho Panza shielded himself with Rocinante's hind-quarters.",1600-1700,5938
"Whilst I was ashamed of my reticence with two such
friends, the difficulty of approaching the subject seemed rather to
increase than diminish. My uneasiness was becoming apparent too; even
Lilian and Mrs Tipper were beginning to notice a difference in me,
which they could not account for. The dear little lady once ventured a few words to me to the effect
that no good man could be the worse for loving a woman, though she
could not return his love; fancying, I believe, that possibly I was
uneasy upon Robert Wentworth's account.",1700-1800,47299
"Let me liue sir in a dungeon,
i'th stockes, or any where, so I may liue

   Int. Wee'le see what may bee done, so you confesse
freely: therefore once more to this Captaine Dumaine:
you haue answer'd to his reputation with the Duke, and
to his valour. What is his honestie? Par. He will steale sir an Egge out of a Cloister: for
rapes and rauishments he paralels Nessus.",1600-1700,2246
"& Vic. 11
—, Middlesex            Fen. 4
Buckhurst Hill, Essex   Fen. & Shore. 10
Bushey Park, Midd.",1800-1900,39379
"; engagement at, 1900, 251
  material results of engagement at, 253
  change brought about by engagement at, 259

Seaforth Highlanders: 1st Batt. in Egypt, 1898, 188
  2nd Batt. in Chitral, 1895, 129

Seton, Col. H. J.: wounded at Stormberg, 1899, 233

Seventy-seventh Regt., afterwards 2nd Batt. (D.C.O.)",1900-2000,41788
"_Millar_, facing St Clement's Church in the Strand. _Montagu_, Wild Street, near Drury Lane. _Morgan_, {no address}

_Moseley_, Fleet Street, near Serjeant's Inn. _Motte_, and _Bathurst_, Middle Temple Gate.",1700-1800,24900
"Harriet Martineau's Hymn. *

     * Which may be sung where it can be so arranged. [The only hymn known to me in which a Supreme Cause is implied without
being asserted or denied, or the reader committed to belief in it.]",1800-1900,38104
"'Tis this envy that has caused all
my ill health, has preyed upon my very vitals, and will now bring me to
my Grave."" 'In a few days after this confession she died; and her words and death
made such a strong impression on my mind, that I could not help sending
you this relation; and begging you, my dear Sukey, to remember how
careful we ought to be to curb in our minds the very first risings of a
passion so detestable, and so fatal, as this proved to poor Mrs. Dison. I know I have no particular reason for giving you this caution; for I
never saw anything in you, but what deserved the love and esteem of

'Your very affectionate cousin,

'M. SMITH.'",1700-1800,1905
"Univ. Salisb., p. 112.]",1800-1900,43411
"After the play done, I took Mercer by water to
Spring Garden; and there with great pleasure walked, and eat, and drank,
and sang, making people come about us, to hear us, and two little children
of one of our neighbours that happened to be there, did come into our
arbour, and we made them dance prettily. So by water, with great
pleasure, down to the Bridge, and there landed, and took water again on
the other side; and so to the Tower, and I saw her home, I myself home to
my chamber, and by and by to bed. 12th. Up, and to the office, where we sat, and sat all the morning.",1600-1700,4189
"To the Norfolk people, it must be admitted, Camden gives the
palm. The goodness of the soil of that country, he argues, 'may be
gathered from hence, that the inhabitants are of a bright, clear
complexion, not to mention their sharpness of wit and admirable quickness
in the study of our common law. So that it is at present, and always has
been, reputed the common nursery of lawyers, and even amongst the common
people you shall meet with a great many who (as one expresses it), if
they have no just quarrel, are able to raise it out of the very quirks
and niceties of the law.'",1800-1900,30717
"""Pray, Sir Joshua,"" asked Lord Palmerston, ""what is this 'Warley' that is
just come out?"" Was not this a cruel question? I felt in such a twitter! ""Why, I don't know,"" answered he; ""but the reviewers, my lord, speak
very well of it.""",1700-1800,5826
"if it's not a wig, I never saw longer or fairer all
the days of my life. See how bravely she bears herself--and her shape! Wouldn't you say she was like a walking palm tree loaded with clusters of
dates? for the trinkets she has hanging from her hair and neck look just
like them. I swear in my heart she is a brave lass, and fit 'to pass over
the banks of Flanders.'""",1800-1900,5927
"They saw their designs were laid open;
and, judging of him by themselves, thought it impossible to forgive or
be forgiven. The Baron ordered them to keep in separate apartments; he
took his eldest son for his own companion, as being the most reasonable
of the malcontents; and ordered his kinsmen to keep their own apartment,
with a servant to watch their motions. Mr. William had Oswald for his
companion.",1700-1800,5182
"THIS Sympathetick Powder, by which many Miracles have been perform'd
at great Distances, is nothing more than the Simple Powder of _Roman
Vitriol_, either Chymically prepar'd, or imperfectly calcin'd in the
Beams of the Sun; from whence, 'tis said, it derives a very balsamick
Virtue; a little of this apply'd to any Instrument that has done
Mischief, or to a Rag dip'd into, or stain'd with, the Blood of a
Wound, never fails of Curing the Patient at the widest Distance,
provided the Wound be Curable. SIR _Kenelm Digby_, to advance the Credit of this surprising Medicine,
speaks very largely in Commendation thereof, in a little Treatise of
his, written first in _French_, upon the same Subject; wherein he
boasts of a remarkable Cure perform'd by himself, in a most wonderful
manner, with only the use of this astonishing Powder; and, therefore,
as in religious Cases, Example goes beyond Precept, so, to convince you
of the Miracles perform'd by Sympathy, Instances, perhaps, may prove
more effectual than Arguments; for which Reason, I shall proceed to
furnish you with a notable Experiment of this Magical Powder, and so
conclude. ""MR. _James Howel_, a trusty Servant to King _James_ the
    First, famous in those Days for Compiling a Treatise, entitled
    _Dendrologia_, and afterwards for his Legacy to the World, call'd,
    _Epistoliæ Ho-Elianæ_, happen'd, when he was a Young Gentleman, to
    accidently come by, when two of his dearest Friends were fiercely
    Engag'd in a very dangerous Duel, and to prevent the Mischief very
    likely to ensue, too rashly catch'd hold, with his naked Hand, of
    his Sword, whose Passion prompted him to be the most desperate; in
    which attempt, the Weapon, being drawn through Mr. _Howel_'s Palm,
    cut the Nerves and Muscles thereof to the very Bone, and, as they
    were thus Scuffling, holding up the same Hand to defend one of his
    Friends from a Blow upon his Head, receiv'd another cut upon the
    back of his Hand, cross all the Veins and Tendons, more terrible
    than the former, which, his Friends perceiving, put a sudden stop
    to their inebrious Fury, run both to embrace him and to express
    their sorrow for the unhappy Accident, lending him their Assistance
    to bind up his Wounds with one of his own Garters, and so conducted
    him to his Lodgings, where they sent immediately for a Surgeon, who
    found the Case desperate, for he bled abundantly.",1700-1800,54925
"I only
know there was bad blood between them; wicked bad blood on one side, as
you’ll see. Clancy disappeared from Big Cloud, and the two didn’t foul
each other again until Coyote Bend started. Breed Clancy hit the Bend with the first inrush of the miners, and
before any of them had time to much more than get a pick into the ground
he was busy knocking together a bit of a shack he called a hotel, and
was ordering the furnishings--liquid furnishings, you understand--from
Big Cloud. There were three barrels of it, the hardest kind of fire water that ever
went into the mountains waybilled to Clancy at Coyote Bend by the local,
on the first trip that Charlie Lee ever made with Matt Perley. I’m
getting back to Lee now, you see.",1900-2000,54111
"This does not prove that Pope wrote it. Farther,
it is not {517} in the third volume of the _Miscellanies_ as republished in
1731. What are the facts? P. J. D.

       *       *       *       *       *


Minor Queries with Answers. _The Irish at the Battle of Crecy._--I should feel obliged if any of your
readers could inform me where the authority is for the Irish at the battle
of Crecy having been the first to come to close fight with the French, and
doing, ""after the manner of their own countrie,"" effective service with
their skenes or long knives.",1600-1700,42818
"""Is Miss Beverley,"" cried he, ""determined not to, speak to me? Is she
bent upon silence only to intimidate me? Indeed if she knew how greatly
I respect her, she would honour me with more confidence."" ""When, Sir,"" cried she, ""do you mean to make your tour?"" ""Never!""",1700-1800,7146
"notes. fol. cxxiii._ [1202]


PAMFILI (~Olimpia~ MAIDALCHINI). _See_ GUALDI (_L'abbé_).",1800-1900,47865
"Afterwards he retired to Hendlip (the manor of
which his father had settled upon him) took to wife Mary the eldest
daughter of Edward lord Morley by Elizabeth his wife, daughter and sole
heir of Sir William Stanley knight, lord Mounteagle; and at riper years
survey'd Worcestershire, made a collection of most of its antiquities
from records, registers, evidences both private and public, monumental
inscriptions and arms.... At length, after he had lived to the age of
87 years, surrendred up his pious soul to God at Hendlip near Worcester
on the 8th October 1647, and was buried by his father in a vault under
the chancel of the church there.' _Ath. Oxon. iii.",1600-1700,47462
"You see, she has hardly yet passed beyond the
experimental period,"" laughed Dolores. ""You know the serpent did not
enter Paradise until sometime after it was created. But he always comes
in one shape or another, and the Eden is always destroyed. It never
lasts."" ""Now you have touched upon Miss King's hobby, you see,"" Mrs. Butler
said, in response to Percy's surprised look.",1800-1900,40064
"These spells in the
trenches gave the Supply Column some very long runs, with which were
mingled a certain amount of excitement, for the road was not
infrequently under shell fire. Taking up convoys of motor lorries with rations to the R.H.A. batteries
was also a job not entirely devoid of interest and excitement at this
period.",1900-2000,46283
"""Sometimes, perhaps, but not constant; and never as you lays it on. I should be taking you up for murder if you did it often in your
way!"" Emma Smith only looked more sullen. ""Well, she's mine, and no one
else's, and I'm going to keep her."" ""Look here, my woman, what's the good of going on like that?",1600-1700,16969
"_Third Numantine._

      This cruel hunger, fearsome and malign,
      Which tracks our path, and goads us bitterly,
      Constrains me to consent to your design,
      However rash and hair-brained it may be. By death in fight this insult we decline;
      Who would not die of hunger come with me,
      To force the trenches, and with one accord
      Cut out a path to safety with the sword. _Fourth Numantine._

      It seemeth good to me, before we dare
      The desperate act which promises relief,
      That we should summon from the rampart there
      Our haughty foe, and ask of him in brief:
      That he will grant an open field and fair
      To one Numantian, and one Roman chief,
      And that the death of either in the fight
      Shall end our quarrel and decide the right. These Romans are a people of such pride
      That they will sanction what we now propose;
      And if by this our challenge they abide,
      Then sure am I our griefs will have a close;
      For here sits Corabino at our side,
      Upon whose mighty valour I repose,
      That he alone, in open fight with three,
      Will from the Romans snatch the victory. 'Tis also fitting that Marquino here,
      Whose fame as sage diviner is so great,
      Should note what sign or planet in the sphere
      Forbodeth death to us, or glorious fate;
      And find some means perchance to make it clear,
      If we shall issue from our present strait,
      When once this doubtful cruel siege has passed,
      The victors or the vanquished at the last.",1700-1800,53041
"I
didn't like Dora Russell, and I wrapped up the sweeties in her theme; but
I did the other for pure fun, for I knew Cecil would be so shocked; but I
never guessed the blame would fall on Annie. When I found it did, I felt
inclined to tell once or twice, but it seemed too much trouble and,
besides, I knew Mrs. Willis would punish me, and, of course, I didn't
wish that. ""Dora Russell was always very nasty to me, and when I found she was
putting on such airs, and pretending she could write such a grand essay
for the prize, I thought I'd take down her pride a bit.",1800-1900,25870
"""'No, my son; ride, in God's name, home.' --

""The Herr Amtsrath [Klau-si-us] then accompanied his Majesty to
Rathenow, where he [THEY: His Majesty is plural] lodged in the
Post-house. At Rathenow, during dinner, his Majesty was uncommonly
cheerful: he dined with Herr Lieutenant-Colonel von Backhof of the
Carabineers, and the Herr Lieutenant-Colonel von Backhof himself has
related that his Majesty said:--

""'My good Von Backhof (MEIN LIEBER VON BACKHOF): if He [you] have
not for a long time been in the Fehrbellin neighborhood, go there.'""",1700-1800,2122
"""What my name is does not matter,"" he said in a somewhat defiant
manner, ""but for the rest I was walking along the road and finding the
garden door open, I entered. Coming into this room I saw you sitting
apparently dead, and was going away to seek assistance when you called
on me to stop."" ""A very fair explanation,"" said Roversmire, calmly fixing his gaze
steadily on the young man, ""but one that does not satisfy me--what
right had you to come into my garden at this hour, and why are you in
such a dishevelled state? Gentlemen don't usually walk about country
roads in evening dress.""",1600-1700,55417
"Delamere, who had been dressing while his eldest sister remained, now
joined Lady Westhaven and Emmeline in the drawing room. Thither also
came Lady Adelina; who, during the five days they had been in town had
not been well enough till this day to dine below. She was now languid and faint, and obliged to retire, as soon as the
cloth was removed, to her own room. Emmeline attended her; and when they
were alone together, she complained of finding herself every day more
indisposed.",1600-1700,41646
"Maybe ’t has faded out, all these years. Anyway, I shall be able to see.”

The light seemed dim, though he felt the sun striking fiercely on his
head and shoulders. He pulled the scarlet sorrel blossoms, and let a
stream of them run slowly through his hand. Yes, darker, surely. He had forgotten by this time about Isla, about his wife and
little Jacob, and all his doubts and fears.",1800-1900,49749
