text,text_number,label
"a kind of Extortion, it is a making a prey of the necessity of the poor, it is a grinding of their faces, a buying and selling of them. But above all, your {116b} Hucksters, that buy up the poor mans Victuals by whole-sale, and sell it to him again for unreasonable gains, by retale, and as we call it, by piece meal; they are got into a way, after a stingeing rate, to play their game upon such by Extortion: I mean such who buy up Butter, Cheese, Eggs, Bacon, &c. by whole sale, and sell it again (as they call it) by penny worths, two penny worths,",1986,1600s
"to him, which is a very great iniquity, as Job says. Therefore, when you begin to believe, you learn at the same time that all that is in you is utterly guilty, sinful, and damnable, according to that saying, ""All have sinned, and come short of the glory of God"" (Rom. iii. 23), and also: ""There is none righteous, no, not one; they are all gone out of the way; they are together become unprofitable: there is",1911,1400s
"themselves so pressed, that their speedy fall was generally anticipated. The marquis of Mantua, who for many years had led the forces of their republic, quite unexpectedly resigned his command, and went over to the duke's service. Thus the course which pride prevented them from adopting at the commencement of the war, fear compelled them to take during its progress; for knowing there was no help for them but in the friendship of the Florentines and the count, they began to",2464,1400s
"longe I wyll in hande with thyne husbande, & I will tell hym his part. xantippa. ye marie that is well sayde. But be wyse that he espie not our casle, he would plaie his fages, all the house should be to lytle for hym. Eulalia. Take no thoughte. I shall so conuey my matters, that he shall dysclose all together hym selfe, what busynesse is betwene you, that done I wyll handell him pretelie as I thinke beste, and I truste to make him a new man for the and when I se my time I wyl make a lie for thee, how louinge thou hast spoken of him. xantippa. Chryst spede vs and",14282,1400s
"be taken to it. Do you wish to get to God? Take His way, so quiet, so easy, and in a little while you will be taken to Him in a manner that will surprise you. Oh, if only you would try it! How soon you would see that I am telling you only too little, and that the experience would far surpass any description that could be given! What do you fear? Why do you not throw yourself at once into the arms of Love, who only stretched them out upon the cross in order to take you in? What risk can there be in trusting God, and abandoning yourself to Him? Oh, He will not deceive you,",24989,1600s
"unquestionably the equivalent of a vertebrate. Two web-footed legs were drawn up close against the cigar-shaped body. The vast, rather narrow, inflated wings could not have been held or moved in flight without a strong internal skeleton and musculature. Theorists later argued that she must have come from a planet with a high proportion of water surface, a planet possibly larger than Earth though of about the same mass and with a similar atmosphere. She could",26536,1900s
"once, and bestow on every believer these remissions and participations?"" 89. ""Since the pope, by his pardons, seeks the salvation of souls rather than money, why does he suspend the indulgences and pardons granted heretofore, since these have equal efficacy?"" 90. To repress these arguments and scruples of the laity by force alone, and not to resolve them by giving reasons, is to expose the Church and the pope to the ridicule of their enemies, and to make Christians unhappy. 91. If, therefore, pardons",274,1400s
"huge metal door oiled slowly back. ""Time,"" said Cydwick Ohms simply, gesturing toward the gray nothingness beyond the door. The reporters and photographers surged forward, notebooks and cameras at the ready. ""What if the door swings shut after you're gone?"" one of them asked. ""A groundless fear, boy,"" assured Ohms. ""I have seen to it that the Time Door can never be closed. And now--good-bye, gentlemen. Or, to use the proper colloquialism--_so long, hombres!_"" Ohms bowed from the waist, gave his ten-gallon hat a final tug,",28893,1900s
"to yours to be directed, As from her Lord, her Gouernour, her King. My selfe, and what is mine, to you and yours Is now conuerted. But now I was the Lord Of this faire mansion, master of my seruants, Queene ore my selfe: and euen now, but now, This house, these seruants, and this same my selfe Are yours, my Lord, I giue them with this ring, Which when you part from, loose, or giue away, Let it presage the ruine of your loue, And be my vantage to exclaime on you Bass. Maddam, you haue bereft me of all",1114,1500s
"The little thing lay very still now, its lids, half-raised, showed the pupils horribly upturned. Jane Clayton looked into the little face with fear-haunted eyes. It was not her baby—not her flesh and blood—but how close, how dear the tiny, helpless thing had become to her. Her heart, bereft of its own, had gone out to this poor, little, nameless waif, and lavished upon it all the love that had been denied her during the long, bitter weeks of her captivity aboard the Kincaid. She saw that the end was near, and though she was terrified at contemplation",85,1800s
"acquisitions which Niccolo Fortebraccio had made, and by letters received from their rectors in the vicinity of Lucca; for their deputies at Vico and Pescia had written, that if permission were given to them to receive the castles that offered to surrender, the whole country of Lucca would very soon be obtained. It must, however, be added, that an ambassador was sent by the governor of Lucca to Florence, to complain of the attack made by Niccolo, and to entreat that the Signory would not make war against a neighbor, and a city that had always been friendly to them.",2464,1400s
"compared vnto them: or anye other spoken of, for the greate desyre and study of pleasures, did leade but a sorowefull and a myserable lyfe. _Spe._ These thinges that you declare bee so straunge and newe, that I can scarcelye yeoue any credite vnto them. _Hedo._ Proue and assaye them ones, and you shall fynde all my saiynges so true as the Gospell, and immediatly I shal bryng the thynge too suche a conclusion (as I suppose) that it shall appeare too differ very lytle from the truth ||C.i|| _SPV._ make hast then vnto your purpose. _HED._ It shalbe doone",16246,1400s
"to me with an air of tranquility, and in an instant the agitation subsided. I saw her several times in this manner without a word, a gesture, or even a look, too expressive, making the least intelligence between us. The situation was both my torment and delight, for hardly in the simplicity of my heart, could I imagine the cause of my uneasiness. I should suppose these 'tete a tete' could not be displeasing to her, at least, she sought frequent occasions to renew them; this was a very disinterested labor, certainly, as appeared by the use she made, or ever suffered me to make of",3902,1700s
"the doctrine concerning repentance has been most diligently treated and laid open by our teachers. But of Confession they teach that an enumeration of sins is not necessary, and that consciences be not burdened with anxiety to enumerate all sins, for it is impossible to recount all sins, as the Psalm testifies, 19,13: Who can understand his errors? Also Jeremiah, 17 9: The heart is deceitful; who can know it; But if no sins were forgiven, except those that are recounted, consciences could never find peace; for very many sins they neither see nor can remember. The ancient writers also",275,1400s
"harm. ""My new surroundings were grey and gloomy, and the earth trembled as a giant cloud passed over the sky. I do not know what it meant, but with the suddenness characteristic of this place, it became very dark, and an inexplicable violence shook me into insensibility. ""I am conscious, now, of some giant form before me, but it is so colossal that my eyes cannot focus it. And it changes. Now I seem confronted by great orange mountains with curving ledges cut into their sides. Atop",32579,1900s
"injury, gives others just ground of hostility, and that those who break a peace may expect war. The Signory appointed Cosmo de' Medici to reply to what had been said by the Venetian ambassador, and in a long and excellent speech he recounted the numerous advantages conferred by the city on the Venetian republic; showed what an extent of dominion they had acquired by the money, forces, and counsel of the Florentines, and reminded him that, although the friendship had",2464,1400s
"looked into a book with him in my life; I have not so much as seen the face of him this week, and don't care a louse if I never see it again. Stanhope. My dry-nurse never desires anything of me that is not reasonable, and for my own good; and therefore I like to be with him. Englishman. Very sententious and edifying, upon my word! at this rate you will be reckoned a very good young man. Stanhope. Why, that will do me no harm. Englishman. Will you be with us to-morrow in the evening,",3353,1600s
"with the officers of the Government, he is, besides, the husband of the Queen, the tutor of the royal children, the private secretary of the Sovereign, and her permanent minister."" Stockmar's pupil had assuredly gone far and learnt well. Stockmar's pupil!--precisely; the public, painfully aware of Albert's predominance, had grown, too, uneasily conscious that Victoria's master had a master of his own. Deep in the darkness the Baron loomed. Another foreigner! Decidedly, there were elements in the situation which went far to justify the popular alarm.",1265,1800s
"With coronet of fresh and fragrant flowers. And that same dew which somtime on the buds, Was wont to swell like round and orient pearles; Stood now within the pretty flouriets eyes, Like teares that did their owne disgrace bewaile. When I had at my pleasure taunted her, And she in milde termes beg'd my patience, I then did aske of her, her changeling childe, Which straight she gaue me, and her fairy sent To beare him to my",1113,1500s
"leaue grasing, were I of your flocke, And onely liue by gazing Perd. Out alas: You'ld be so leane, that blasts of Ianuary Would blow you through and through. Now (my fairst Friend, I would I had some Flowres o'th Spring, that might Become your time of day: and yours, and yours, That weare vpon your Virgin-branches yet Your Maiden-heads growing: O Proserpina, For the Flowres now, that (frighted) thou let'st fall From Dysses Waggon: Daffadils, That come before the Swallow",2248,1500s
"to a son. The joy was great, but the King prohibited all those expenses which had been made at the birth of the first-born of Madame de Bourgogne, and which had amounted to a large sum. The want of money indeed made itself felt so much at this time, that the King was obliged to seek for resources as a private person might have done. A mining speculator, named Rodes, having pretended that he had discovered many veins of gold in the",3864,1600s
"beyond the pages of ""The London Magazine."" No one (it is said) who has performed anything great ever looks big upon it. Thomas Hood was there, almost silent except when he shot out some irresistible pun, and disturbed the gravity of the company. Hood's labors were poetic, but his sports were passerine. It is remarkable that he, who was capable of jesting even on his own prejudices and predilections, should not (like Catullus) have brought down the ""Sparrow,"" and enclosed him in an ode. Lamb admired and was very familiar with",6166,1700s
"content To suffer lawfull Censure for such faults As shall be prou'd vpon you Corio. I am Content Mene. Lo Citizens, he sayes he is Content. The warlike Seruice he ha's done, consider: Thinke Vpon the wounds his body beares, which shew Like Graues i'th holy Church-yard Corio. Scratches with Briars, scarres to moue Laughter onely Mene. Consider further: That when he speakes not like a Citizen, You finde him like a Soldier: do not take His rougher Actions for",2259,1500s
"six days. This is, I suppose, a pious fraud, to urge Valère to make haste, for here she mentions ""eight days.""] at the latest, since it was only yesterday you told me so. But they say that he intends to be beforehand with you, and not let me unite my lot to yours. SGAN. That is a bad case. ISA. Oh, pardon me! He is eminently a gentleman, who only feels towards me... SGAN. He is wrong; and this is past joking. ISA. Yes, your good nature encourages his folly. If you had",6742,1600s
"two. To one they gave two arrow-shots in the breast, and to the other one in the ribs. And if we had not had shields and tablachutas, and had not come up quickly with the boat and overturned their canoe, they would have shot the most of our men with their arrows. And after their canoe was overturned, they remained in the water swimming, and at times getting foothold, for there were some shallow places there. And our men had much ado to",1492,1800s
"progenitors of man, and explanation a laborious and usually futile process, Tarzan bridged the dangerous gulf by distracting their attention from their altercation to a consideration of their plans for the immediate future. Accustomed to frequent arguments in which more hair than blood is wasted, the apes speedily forget such trivial encounters, and presently Chulk and Taglat were again squatting in close proximity to each other and peaceful repose, awaiting the",92,1800s
"and verified. This prompt declaration was caused by the fear Frejus had to see a private person prime minister. The King liked M. le Duc d'Orleans, as we have already seen by the respect he received from him, and by his manner of working with him. The Regent, without danger of being taken at his word, always left him master of all favours, and of the choice of persons he proposed to him; and, besides, never bothered him, or allowed business to interfere with his amusements. In spite of all the care and all the suppleness Dubois had employed in order to gain the spirit of the King,",3874,1600s
"to hear of his arrival at Calais: and then I trust within a while after to enjoy that which I have so long longed for, to God's pleasure and our both comforts. No more to you at this present, mine own darling, for lack of time, but that I would you were in mine arms, or I in yours, for I think it long since I kissed you. Written after the killing of a hart, at eleven of the clock, minding, with God's grace, to-morrow, mightily timely, to kill",32155,1400s
"over mankind [or the human race. See the Hebr.] shall be just, ruling in the fear of God, And he shall be as the light of the morning when the sun ariseth, even a morning without clouds; as the tender grass springing out of the earth by clear shining after rain.--But the sons of Belial shall be all of them as thorns thrust away, because they cannot be taken with hands; but the man that shall touch them must be fenced with iron, and the staff of a spear; and they shall be utterly burned with fire in the same",19879,1700s
"the nearest street-door, and implore the protection of the very first individual he might meet. It so happened that Paul selected the house of two middle-aged milliners for this experiment. Jemina and Malla Hansen were just seated at the table drinking tea with their one constant visitor, the post-office clerk, Mathias, when, all of a sudden, they heard a tremendous racket in the hall, and the furious barking of dogs. With a scream of fright, the two old maids jumyed up, dropping their precious tea-cups, and old Mathias, who had tipped his chair a little backward, lost his balance,",784,1800s
"represents his Royal Mistress. This mighty Honour he’s entitl’d to, In that he serv’d his Prince with Faithfulness, And was the constant Guardian of his Throne: His Prudence fill’d the Royal Treasury, And rais’d th’ Imperial Family, yet higher. To celebrate his Worth, for Times to come, His Picture shines amongst our Emperors._ Beyond the Rocks called _Scironides_, _Dionysius_ mentions a long Shore in a Plain of the third Valley, and the fourth Hill, which is looked upon as a remarkable Place for Fishing; for ’tis a very deep and a very still",53083,1400s
"I spoke with his man. MERCUTIO. Why, that same pale hard-hearted wench, that Rosaline, torments him so that he will sure run mad. BENVOLIO. Tybalt, the kinsman to old Capulet, hath sent a letter to his father’s house. MERCUTIO. A challenge, on my life. BENVOLIO. Romeo will answer it. MERCUTIO. Any man that can write may answer a letter. BENVOLIO. Nay, he will answer the letter’s master, how he dares, being dared. MERCUTIO. Alas poor Romeo, he is already dead, stabbed with a white wench’s black eye; run",1513,1500s
"to moisten. Fill greased muffin pans two-thirds full. Bake at 400° F. (hot oven) about 20 minutes. Makes about 12 medium-size muffins. Applesauce whole-wheat muffins. Use same recipe, replacing bran with 1 cup whole-wheat flour and using 1 cup applesauce. Do not try to sift this flour. For a different flavor. Add 1 teaspoon grated orange rind to the milk. Apple griddlecakes Brighten any breakfast or supper.... 1½ cups sifted flour 1½ teaspoons baking powder ¾ teaspoon salt 1 tablespoon sugar 1 egg, beaten 1 cup milk 2 tablespoons melted fat 2 cups very finely chopped apples Sift dry",65439,1900s
"Word. 55. It must be the intention of the pope that if pardons, which are a very small thing, are celebrated with one bell, with single processions and ceremonies, then the Gospel, which is the very greatest thing, should be preached with a hundred bells, a hundred processions, a hundred ceremonies. 56. The ""treasures of the Church,"" out of which the pope grants indulgences, are not sufficiently named or known among the people of Christ. 57. That they are not temporal treasures is certainly evident, for many of the vendors do not",274,1400s
"cast me on your niece, give me this prerogative of speech,'-- SIR TOBY. What, what? MALVOLIO. 'You must amend your drunkenness.'-- SIR TOBY. Out, scab! FABIAN. Nay, patience, or we break the sinews of our plot. MALVOLIO. 'Besides, you waste the treasure of your time with a foolish knight,'-- SIR ANDREW. That's me, I warrant you. MALVOLIO. 'One Sir Andrew.' SIR ANDREW. I knew 't was I; for many do call me fool. MALVOLIO. What employment have we here? [Taking up the letter.] FABIAN. Now is the woodcock near the gin. SIR TOBY. O, peace!",1527,1500s
"to display the most execrable Scenes of Lewdness; Lewdness represented without Disguise, and nothing omitted that might inflame the corrupt Passions of the Youth of the Nation! What was the Encouragement for Men to dare giving such an Affront not only to the common Sense, but to the common Law of the Country? Was it not the quick Sale these Pictures and these Books had? And is not this a deplorable Circumstance, and sad Instance of the corrupt Disposition of many among us? Is it",26204,1600s
"frame. His efforts were in vain, as there was complete failure to obtain ignition. He then made a new ignition tube, nearly twice as long as the original 4-1/2-inch tube, and turned down its wall as thin as he thought safety allowed. The thinner wall did not conduct the heat off so rapidly and thus kept the tube hot enough to permit ignition. After this slight change, he was able to get a few occasional explosions but he does not now believe that the engine ever operated continuously. Each explosion was accompanied by a loud knock, due, undoubtedly, to the movement of the free piston.",30055,1900s
"herself, ""already won the prize of application, and cannot the same application procure me a much higher prize? Mrs. Villars said that if the prize had been promised to the most amiable it would not have been given to me; perhaps it would not yesterday--perhaps it might not to-morrow; but that is no reason that I should despair of ever deserving it."" In consequence of this reasoning, Cecilia formed a",11121,1700s
"his guard. He was quite ready, none the less, to be selfish just a little, since surely no more charming occasion for it had come to him. ""Just a little,"" in a word, was just as much as Miss Bartram, taking one day with another, would let him. He never would be in the least coercive, and would keep well before him the lines on which consideration for her--the very highest--ought to proceed. He would thoroughly establish the heads under which her affairs, her requirements, her peculiarities--he went so far as to give them the latitude of that",1093,1800s
"impassively with steel gray eyes, motioning him to a chair. ""You led us a merry chase,"" he said flatly, his voice brittle. ""A very merry chase. The alarm went out for you almost an hour ago."" Strang's cheeks were red with anger. ""My son was shot tonight. I was trying to follow the killers--"" ""Killers?"" The man raised his eyebrows. ""Yes, killers!"" Roger snapped. ""Do I have to draw you a picture? They shot my son down in his bed."" The gray-haired",31223,1900s
"were a kynge, what a bysshoppe, ||what a magistrate, what a philosopher is, paduêture we shuld find som amõg these iolly felowes whiche had rather haue the name then the thynge. _Boni._ Surely & so thynke I. Yf he be a kinge whiche by lawe and equyte regardes more the commoditie of his people then his owne lucre/yf he be a bisshop which alwayes is careful for the lordes flocke cõmytted to his pastorall charge/yf he be a magistrate which frankelie and of good wyll dothe make prouysyon, and dothe all thinge",14500,1400s
"City is a little farming village. Those things are there, right now, both in primary time and in the plenum. They are about two hundred and fifty thousand parayears perpendicular to each other, and each is of the same general order of reality."" The red light overhead flashed on. The pilot looked into his visor and put his hands to the manual controls, in case of failure of the robot controls. The rocket landed smoothly, however; there was a slight jar as it was grappled by the crane and hoisted upright, the seats turning in their gimbals. Pilot and",19067,1900s
"friend; Fair Nancy with her often would unbend; Howe'er, so very thoughtful Alice seemed, That Nancy (who was penetrating deemed) Was well convinced whatever Alice sought, So very absent she was not for naught. In questioning she managed with such art, That soon she learned--what Alice could impart To listen she was thoroughly disposed, While t'other ev'ry circumstance disclosed, From first to last, each",5291,1600s
"was taken ill at ten o’clock at night, but he did not die until the next day at noon. I can never think of this night without horror. I remained with him from ten at night until five the next morning, when he lost all consciousness.--[The Duc d’Orleans died of apoplexy on the 9th June, 1701] The Electors of Germany would not permit Monsieur to write to them in the same style as the King did. SECTION",3859,1600s
"weeping! I come, my love, to kiss all sorrow from thee. What mean these sighs, and why thus beats thy heart? _Mon._ Let me alone to sorrow; 'tis a cause None e'er shall know; but it shall with me die. _Pol._ Happy, Monimia, he to whom these sighs, These tears, and all these languishings, are paid! I know your heart was never meant for me; That jewel's for an elder brother's price. _Mon._ My lord! _Pol._ Nay, wonder not; last night I heard His oaths, your vows, and to my torment saw Your wild embraces; heard the appointment made; I did, Monimia, and I",31463,1600s
"Corps is grateful. That was a fine display of courage.” “Thank you, sir,” Dave replied, blushing a little. “But as I told Major Hawks, my efforts would have been a waste of time if it hadn’t been for Lieutenant Kelley and Captain Farmer. They deserve as much praise as I do, and considerably more, I guess.” “Well, it was a darn good job by everyone concerned,” the Base Commandant responded. “We surely can’t afford to lose a single ship through accident. And, by the way, just what caused the",52095,1900s
"Many years of evolution had gone into her fashioning--more years for her one species than for all the varieties of man that have ever been. Nevertheless, she did have some remarkable attributes. It was one of these attributes that now enabled her to sense what happened on the path ahead of her. She stopped still, only her long fur moving in the breeze. * * * * * Phildee--five, towheaded, round faced, chubby, dressed in a slightly grubby corduroy oversuit, and precocious--had his attributes, too.",34420,1900s
"and arguments, constituting on the whole an irresistible proof, that even a rapid increase might henceforth be expected. He wished to treat the West Indians with all possible candour; but he was obliged to confess, in arguing upon these points, that whatever splendid instances there might be of kindness towards their slaves, there were some evils of almost universal operation, were necessarily connected with the system of slavery. Above all, the state of degradation, to which they were reduced, deserved to be noticed; as it produced an utter inattention to them as",12507,1700s
"He was also uneasy at the non-appearance of Dain who had promised him an early visit. ""The fellow had plenty of time to cross the river,"" he mused, ""and there was so much to be done to-day. The settling of details for the early start on the morrow; the launching of the boats; the thousand and one finishing touches. For the expedition must start complete, nothing should be forgotten, nothing should--"" The sense of the unwonted solitude grew upon him suddenly, and in the unusual silence he caught himself longing even for",720,1800s
"shall then, and till then, govern well. FIRST CITIZEN. So stood the state when Henry the Sixth Was crown'd in Paris but at nine months old. THIRD CITIZEN. Stood the state so? No, no, good friends, God wot; For then this land was famously enrich'd With politic grave counsel; then the King Had virtuous uncles to protect his Grace. FIRST CITIZEN. Why, so hath this, both by his father and mother. THIRD CITIZEN. Better it were they all",1768,1500s
"complained to the Religious of a Monastery in those Parts, that his Herds, twice or thrice a Week, not only kept awake all Night long, but spent it in frisking and dancing in an unusual manner. The Prior of the Monastery, led by his Curiosity, and weighing the Matter, believed that this must happen from the Food of these Creatures. Marking therefore diligently that very Night, in company with one of his Monks, the very Place where the Goats or Camels pastured, when they danced; found there certain Shrubs or Bushes, on the Fruit of Berries, of which they fed. He",60264,1600s
"the thinge? _Boni._ Methynke thy do. _Bea._ Yf we had a logician here whiche could well and clarkelie defyne what were a kynge, what a bysshoppe, ||what a magistrate, what a philosopher is, paduêture we shuld find som amõg these iolly felowes whiche had rather haue the name then the thynge. _Boni._ Surely & so thynke I. Yf he be a kinge whiche by lawe and equyte regardes more the commoditie of his people then his owne lucre/yf he be a bisshop which alwayes is careful for the lordes flocke cõmytted to his pastorall charge/yf he be a magistrate which frankelie and of good wyll",14500,1400s
"presence, one of them spoke to the following effect;--""It is customary with those who wish to obtain a favor, to make use either of prayers, presents, or threats, that pity, convenience, or fear, may induce a compliance with their requests. But as with cruel, avaricious, or, in their own conceit, powerful men, these arguments have no weight, it is vain to hope, either to soften them by prayers, win them by presents, or alarm them by menaces. We, therefore, being now, though late, aware of thy pride, cruelty, and ambition, come",2464,1400s
"other Instances of _Milton_'s wonderful Art in the Collocation of Words, by which the Thoughts are exceedingly heighten'd. ""Under his forming Hands a Creature grew Manlike, but different Sex, so lovely fair, That what seem'd fair in all the World, seem'd now _Mean_, or in her summ'd up.-- What a Force has that Word _mean_, as it is plac'd! Again, ""I turn'd my Thoughts, and with capacious Mind Considered all Things visible in Heav'n, Or Earth, or Middle, all Things fair and good; But all that Fair and Good, in thy Divine _Semblance_, and in thy",17548,1600s
"right smart while. Did yo' say that Granny Fox is home?” The Merry Little Breeze hadn't said anything about Granny Fox, but now remembered that she had gone up the hill. “Ah believe Ah will just tote my sympathy over to Reddy Fox,” said Unc' Billy Possum, as he started in the direction of Reddy Fox's house. But he made sure that old Granny Fox was not at home before he showed himself. Reddy Fox lay on his doorstep. He was sick and sore and stiff.",1825,1800s
"often all she got; endless rope, and the bucket never coming to view. Which, however, she took patiently, as a thing according to Nature. She had her learned Beausobres and other Reverend Edict-of-Nantes gentlemen, famed Berlin divines; whom, if any Papist notability, Jesuit ambassador or the like, happened to be there, she would set disputing with him, in the Soiree at Charlottenburg. She could right well preside over such a battle of the Cloud-Titans, and conduct the lightnings softly, without explosions. There is a pretty and very characteristic Letter of hers,",2101,1700s
"said. ""You may be a gangster, but--"" He trailed off. Orsino stiffened. Gangster was semi-dirty talk. ""Listen, pirate,"" he said nastily, ""I don't believe--"" ""_Pirate?_"" the jaygee roared indignantly, and then shut his mouth with a click, looking apprehensively about. The gesture wasn't faked; it alarmed Orsino. ""Tell me about your wildmen,"" he said. ""Go to hell,"" the jaygee said sulkily. ""Look, you called",41714,1900s
"history. For even if I could conceive that I had completely overcome it, I should probably be _proud_ of my _humility_. [Here concludes what was written at Passy, near Paris.] * * * * * MEMORANDUM. _I am now about to write at home (Philadelphia), August, 1788, but cannot have the help expected from my papers, many of them being lost in the war. I have, however, found the following_: Having mentioned a _great and extensive project_ which I had conceived, it seems proper that some account should be here given of that",36338,1700s
"eyes, caused the variety of her appearances: of this opinion was _Berosus_, as he is cited by _Vitruvius_,[1] and St. _Austin_[2] thought it was probable enough, but this fancy is almost equally absurd with the former, and both of them sound rather like fables, then philosophicall truths. You may commonly see how this latter does contradict frequent and easie experience, for ’tis observed, that that spot which is perceived about her middle, when she is in the increase, may be discern’d in the",19103,1600s
"only thought— SIR FRETFUL PLAGIARY. And let me tell you, Mr. Dangle, ’tis damned affronting in you to suppose that I am hurt when I tell you I am not. SNEER. But why so warm, Sir Fretful? SIR FRETFUL PLAGIARY. Gad’s life! Mr. Sneer, you are as absurd as Dangle: how often must I repeat it to you, that nothing can vex me but your supposing it possible for me to mind the damned nonsense you have been repeating to me!—let me tell you, if you continue to believe this, you must mean to insult me, gentlemen—and, then, your disrespect will",7108,1700s
"qualities. Vanity alone, without any other consideration, is a sufficient motive to make us wish for the possession of these accomplishments. No man was ever willingly deficient in this particular. All our failures here proceed from bad education, want of capacity, or a perverse and unpliable disposition. Would you have your company coveted, admired, followed; rather than hated, despised, avoided? Can any one seriously deliberate in the case? As",4320,1700s
"silence that followed. Even Mrs. Eyrecourt was not able to talk while she was drinking champagne. In the next room Stella found Romayne. He looked careworn and irritable, but brightened directly when she approached him. “My mother has been speaking to you,” she said. “I am afraid--” He stopped her there. “She _is_ your mother,” he interposed, kindly. “Don’t think that I am ungrateful enough to forget that.” She took his arm, and looked at him with all",1587,1800s
"Mony say weel when it was ne’er waur. Mony a ane serves a thankless master. Mony ways to kill a dog tho’ ye dinna hang him. Mony cooks ne’er made gude kail. Mony irons i’ the fire part maun cool. Mony a ane opens their pack and sells nae wares. Mony a ane speers the gate they ken fu’ weel. My son’s my son ay till he get a wife, my daughter’s my daughter a’ the days o’ her life. N Nae fool like an auld fool.—Nae friend like a friend in need. Nae man can thrive",75667,1600s
"blackness of the outer night engulfed him. In the room behind, Vance's Magnum roared a cannonade of death. Copper-jacketed slugs splintered the sill at the fleeing man's heels. Mark landed on one shoulder in a somersaulting roll. The next instant he was on his feet and sprinting for the shadows at the corner of the house. Flashlight in hand, Vance sprang to the open window. On Mark ran, and on. Around the house as fast as he could go. Then the smooth plateau of the terrace loomed before him, with its",32670,1900s
"with whom he kept much companie abrode, he dined or supped litell at home. What wouldest thou haue sayd to ye gere. Xantip. What woulde I a said? I wolde haue flowē to the hores toppe and I wolde haue crowned myne husbande at hys oute goinge to her with a pysbowle,that he so ēbawlmed might haue gon vnto his souerayne ladie. Eula. But how much wiselier dyd this woman? She desyred that yonge woman home vnto her, and made her good chere, so by that meanes she brought home also her husband without ani witchraft or",14282,1400s
"phone. ('Beautiful!' thought Brack. 'She must have some Earth-blood in her veins.') The man's voice was angry, strident. ""Don't gab with the customers!"" Esther stood up, a blush of embarrassment on her milky-white cheeks. ""Your order, please?"" she said to Brack, stiffly. The trucker put his big, brown-colored hand over the phone. ""Who's that character?"" he asked with distaste. ""The boss?"" The girl nodded unhappily. ""I didn't realize he was listening."" ""Sounds like a tyrant."" Brack uncovered the",72148,1900s
"now within call but a little page of her own, and perhaps the porter at the convent. But after the first turn in the garden of St. Agnes, she might almost consider herself as left to her own guardianship; for the little boy, who followed her, was too young to afford her any effectual help. She felt sorry, as she surveyed the long avenue of ancient trees, which was yet to be traversed before she entered upon the cloisters, that she should have dismissed the servants of the Landgrave. These gardens were easily",6170,1700s
"the immense revenue accruing therefrom, demonstrate that TWO CENTS is not below the rate which the government can afford to receive. Let the people understand that all beyond this is a mere “tax,” not required by any necessity, and they will soon demand that the government look for its resources to some more suitable subjects of taxation than these. Another rule of right in regard to this “tax” is well laid down in the Report of",27196,1700s
"thou the instrument. Therefore, that I may conquer Fortune’s spite, By living low where Fortune cannot hurt me, And that the people of this blessed land May not be punished with my thwarting stars, Warwick, although my head still wear the crown, I here resign my government to thee, For thou art fortunate in all thy deeds. WARWICK. Your Grace hath still been famed for virtuous, And now may seem as wise as",1502,1500s
"and of compelling him to comply with any conditions of a treaty, one of which would be Katharine's hand and heart, she would not suffer the Princess to be present at any of the following interviews: the first sight of so much beauty had so triumphant an effect, that she would not permit a second. But her scheme, however finely drawn, was observed by Henry; and, indignant at the artifice, he became more inflexible than ever, and insisted more firmly than before on his first proposals; assuring the Duke of Burgundy that he was",20489,1700s
"whose suit he is arrested, well; But he’s in a suit of buff which ’rested him, that can I tell. Will you send him, mistress, redemption, the money in his desk? ADRIANA. Go fetch it, sister. This I wonder at, [_Exit Luciana._] Thus he unknown to me should be in debt. Tell me, was he arrested on a band? DROMIO OF SYRACUSE. Not on a band, but on a stronger thing; A chain, a chain. Do you not hear it ring? ADRIANA. What, the chain? DROMIO OF SYRACUSE. No, no, the bell, ’tis time that I were gone. It was two ere I left him, and now the clock strikes",1504,1500s
"19. _Crocus purpureus flammeus minor._ The lesser purple flame coloured Crocus. This Crocus hath almost as broad and long greene leaues as the former, and of the same verdure, which rise vp earlier then it, and is in flower likewise somewhat before it, being smaller for size by a little, but of as deepe a purple on the outside, as on the inside, flamed with faire broad stripes from the middle of the leaues, or",69425,1500s
"work was the way to perfect our workmen? And whether all these things might not soon be provided by a domestic industry, if money were not wanting? 250. Qu. Whether money could ever be wanting to the demands of industry, if we had a national bank? 251. Qu. Whether when a motion was made once upon a time to establish a private bank in this kingdom by public authority, divers gentlemen did not shew themselves forward to embark in that design? 252. Qu. Whether it may not now be hoped, that our patriots will be as forward to examine and consider the",4543,1600s
"prognosticating that hereafter, God willing, you may enjoy some of mine, which He pleased, I would were now. As touching your sister's matter, I have caused Walter Welze to write to my lord my mind therein, whereby I trust that Eve shall not have power to deceive Adam; for surely, whatsoever is said, it cannot so stand with his honour but that he must needs take her, his natural daughter, now in her extreme",32155,1400s
"thousand years; or since its discovery, the lovers of tobacco have formed an entirely erroneous opinion of its properties. In the sequel, I trust it will appear, that so far from possessing _valuable_ properties, it is one of the most _noxious_ weeds that grows; that, as an article of medicine, it possesses scarcely a redeeming quality; and that, though it was not made in vain, if the world had remained ignorant of it six thousand years longer, no cause of regret would have been occasioned. I maintain the position I have laid down, II. From a",24366,1700s
